Date,Ticker,Open,High,Low,Close,Volume
2024-09-16,ABBV,194.2686655646548,194.60596835491322,192.9194392657166,194.1793670654297,3235700
2024-09-17,ABBV,193.25674568898674,194.52660397798823,190.30035827908375,191.9174346923828,3534100
2024-09-18,ABBV,191.59996568565137,194.03055295508156,190.26065477295313,191.41146850585938,3236800
2024-09-19,ABBV,191.89757764855167,192.6218052514964,190.43923739135326,192.08607482910156,3929300
2024-09-20,ABBV,191.47099339471973,192.28450436341979,190.60789065204384,191.93727111816406,11661200
2024-09-23,ABBV,192.1654433925631,192.76069605511805,190.6773268740798,192.29441833496094,3178000
2024-09-24,ABBV,191.4213981126766,193.66350350747632,190.0721717722511,191.97695922851562,4286500
2024-09-25,ABBV,192.4630799283413,193.02857150154156,189.4471702849877,189.74478149414062,5589300
2024-09-26,ABBV,188.5939720030139,191.34201626245817,188.1177638198989,190.37969970703125,6215700
2024-09-27,ABBV,191.07417343904672,194.57620655233995,188.76263055290082,193.24681091308594,4891900
2024-09-30,ABBV,193.3063428106476,196.0543870964359,192.83013462296745,195.91549682617188,4550200
2024-10-01,ABBV,196.08414857301347,197.3936983846625,194.86389725790715,195.39962768554688,3924600
2024-10-02,ABBV,194.10992841057242,195.4393089091416,192.90950772055405,195.2607421875,2946900
2024-10-03,ABBV,195.3103293089134,195.48891116420432,193.1972141303157,193.90158081054688,3453800
2024-10-04,ABBV,193.5543738866272,194.0900892076455,191.52061148408717,192.7507781982422,4749700
2024-10-07,ABBV,192.87975242245273,193.5444426918013,191.31226777647493,192.076171875,5033800
2024-10-08,ABBV,192.80037641124284,193.4551513257501,190.7269376532075,191.4809112548828,4419000
2024-10-09,ABBV,191.32219642828025,193.34602833831076,190.42931738787178,193.20713806152344,4478900
2024-10-10,ABBV,192.99878477731642,193.27658045397035,191.74877235294176,192.810302734375,3562500
2024-10-11,ABBV,193.45514604402993,193.69325013496032,192.04639756630905,192.6515655517578,2973000
2024-10-14,ABBV,192.7011728293248,194.78452686178696,192.1257659619103,194.09999084472656,3623900
2024-10-15,ABBV,194.72999572753906,196.25,191.22000122070312,191.86000061035156,6553500
2024-10-16,ABBV,190.4499969482422,191.0399932861328,188.72999572753906,190.4600067138672,5576000
2024-10-17,ABBV,190.5399932861328,191.6199951171875,188.4600067138672,188.57000732421875,4419000
2024-10-18,ABBV,188.97000122070312,189.69000244140625,188.16000366210938,188.86000061035156,5607900
2024-10-21,ABBV,188.7100067138672,189.3800048828125,185.88999938964844,186.5399932861328,4496500
2024-10-22,ABBV,186.32000732421875,189.10000610351562,186.22999572753906,188.75999450683594,4210400
2024-10-23,ABBV,188.6999969482422,189.27000427246094,187.5,187.8800048828125,4266700
2024-10-24,ABBV,188.42999267578125,190.47000122070312,188.1699981689453,189.64999389648438,6741800
2024-10-25,ABBV,189.67999267578125,189.8800048828125,187.1699981689453,187.85000610351562,4017400
2024-10-28,ABBV,188.08999633789062,190.13999938964844,187.52000427246094,189.67999267578125,5383700
2024-10-29,ABBV,190.49000549316406,191.16000366210938,188.52000427246094,189.4499969482422,6131500
2024-10-30,ABBV,191.6199951171875,202.35000610351562,188.5500030517578,201.5,10396400
2024-10-31,ABBV,201.97000122070312,207.32000732421875,201.4199981689453,203.8699951171875,8829300
2024-11-01,ABBV,204.3699951171875,204.72999572753906,202.32000732421875,203.5500030517578,4493900
2024-11-04,ABBV,203.7899932861328,204.24000549316406,200.22000122070312,200.47000122070312,3531800
2024-11-05,ABBV,200.49000549316406,202.4199981689453,198.35000610351562,201.67999267578125,5109300
2024-11-06,ABBV,205.7899932861328,206.14999389648438,200.85000610351562,201.1999969482422,7194800
2024-11-07,ABBV,201.9499969482422,202.32000732421875,199.22000122070312,200.50999450683594,4520200
2024-11-08,ABBV,201.16000366210938,201.88999938964844,199.47999572753906,199.5,4596900
2024-11-11,ABBV,178.57000732421875,178.57000732421875,172.6999969482422,174.42999267578125,20760300
2024-11-12,ABBV,176.00999450683594,176.6300048828125,171.02999877929688,171.08999633789062,10557000
2024-11-13,ABBV,171.6699981689453,172.63999938964844,169.64999389648438,170.35000610351562,8483500
2024-11-14,ABBV,170.0,171.6199951171875,168.58999633789062,169.6300048828125,8442500
2024-11-15,ABBV,169.6300048828125,169.6300048828125,164.72000122070312,164.99000549316406,11265400
2024-11-18,ABBV,165.6199951171875,166.74000549316406,164.8000030517578,166.27999877929688,8341400
2024-11-19,ABBV,165.27000427246094,167.10000610351562,163.80999755859375,166.57000732421875,5246000
2024-11-20,ABBV,166.91000366210938,167.91000366210938,165.64999389648438,167.75999450683594,7135600
2024-11-21,ABBV,168.58999633789062,172.4600067138672,166.9199981689453,171.72999572753906,6847700
2024-11-22,ABBV,174.33999633789062,178.86000061035156,173.5,176.9499969482422,11328600
2024-11-25,ABBV,177.02000427246094,180.19000244140625,176.75,177.05999755859375,12465000
2024-11-26,ABBV,177.08999633789062,181.64999389648438,176.6699981689453,181.13999938964844,6947500
2024-11-27,ABBV,181.13999938964844,184.24000549316406,180.88999938964844,183.0800018310547,5271500
2024-11-29,ABBV,183.13999938964844,183.5399932861328,182.5,182.92999267578125,2710700
2024-12-02,ABBV,182.27999877929688,182.6999969482422,178.86000061035156,181.77000427246094,3936600
2024-12-03,ABBV,182.27999877929688,183.50999450683594,181.47999572753906,181.5,4107600
2024-12-04,ABBV,180.10000610351562,180.4499969482422,175.91000366210938,176.4600067138672,6125500
2024-12-05,ABBV,174.97999572753906,176.72000122070312,173.52999877929688,176.1699981689453,5444200
