Date,Ticker,Open,High,Low,Close,Volume
2024-09-16,AMCR,10.913211463685885,11.041602297596157,10.903335028338468,10.982344627380371,5944200
2024-09-17,AMCR,10.972467755357524,11.031725423215008,10.814448563562467,10.85395336151123,8131600
2024-09-18,AMCR,10.863829429332041,11.011972181166383,10.755191474111433,10.873705863952637,6512300
2024-09-19,AMCR,10.98234385714009,11.002096726449569,10.863829466889174,10.972467422485352,6295800
2024-09-20,AMCR,10.903334361324053,10.942839158428287,10.73543873816389,10.765067100524902,16370400
2024-09-23,AMCR,10.804572355834702,10.962592492821695,10.705810829820118,10.942839622497559,9714300
2024-09-24,AMCR,10.962592342616329,11.090982230489269,10.94283947256284,11.051477432250977,6693100
2024-09-25,AMCR,11.06135401883628,11.071230453998348,10.942839622497559,10.942839622497559,6331800
2024-09-26,AMCR,11.0218489556788,11.239125814689046,11.0218489556788,11.209497451782227,8436600
2024-09-27,AMCR,11.239125814689046,11.337887338334667,11.169992653950244,11.209497451782227,7168000
2024-09-30,AMCR,11.21937331322047,11.22924974846992,11.110735351082617,11.18974494934082,7967800
2024-10-01,AMCR,11.239125409994385,11.298382133674325,11.15023938260583,11.1798677444458,6901900
2024-10-02,AMCR,11.140363671318886,11.199621340714744,11.061354073370211,11.090982437133789,10229400
2024-10-03,AMCR,11.002096934395423,11.130487761727737,10.942839267215636,11.011972427368164,5229700
2024-10-04,AMCR,10.99222052317062,11.06135368347168,10.93296285586352,11.06135368347168,6625900
2024-10-07,AMCR,10.99222029179483,11.051477015985963,10.932962625735048,10.972467422485352,4746700
2024-10-08,AMCR,10.913211258880054,11.011972784894638,10.844077154614277,10.942839622497559,5226400
2024-10-09,AMCR,10.91321086883545,11.01197239132024,10.883582506276879,10.91321086883545,4726300
2024-10-10,AMCR,10.913210892654458,11.021848850185439,10.883582530031221,10.962592124938965,5999700
2024-10-11,AMCR,11.011972634012682,11.071230302304466,10.992220705827878,11.051477432250977,5376300
2024-10-14,AMCR,11.051477499860116,11.219373128867163,11.021849136467312,11.199621200561523,3973100
2024-10-15,AMCR,11.18974420405142,11.318135028136744,11.18974420405142,11.229249000549316,7131400
2024-10-16,AMCR,11.179868123619045,11.239125791177393,11.130487832833872,11.160116195678711,3873300
2024-10-17,AMCR,11.189744534907124,11.199620969790782,11.081106576792887,11.110734939575195,5718500
2024-10-18,AMCR,11.179868284993631,11.189744720040695,11.021849091715355,11.100858688354492,8908800
2024-10-21,AMCR,11.051477791074857,11.100859025943226,10.972468192032954,10.982344627380371,3730400
2024-10-22,AMCR,10.923087464323077,10.942839392363119,10.784820200568063,10.85395336151123,5379800
2024-10-23,AMCR,10.873706254557298,10.972467778705017,10.853953384606546,10.903334617614746,6587000
2024-10-24,AMCR,10.883583078373114,10.932963371276855,10.784820608828204,10.932963371276855,5205000
2024-10-25,AMCR,10.87370604751926,10.932962772505892,10.84407674315728,10.863829612731934,5568000
2024-10-28,AMCR,10.932963187335492,11.002097291601268,10.883582895262547,10.942839622497559,5557500
2024-10-29,AMCR,10.863829969908217,10.89345833337564,10.765067502525211,10.794696807861328,5302100
2024-10-30,AMCR,10.745315063955282,10.952715482116748,10.745315063955282,10.923087120056152,6753300
2024-10-31,AMCR,10.972468008237113,11.100858839996757,10.942839644559873,10.992220878601074,13898500
2024-11-01,AMCR,10.33051483217467,10.498410463457722,10.034228368624067,10.132990837097168,17811400
2024-11-04,AMCR,10.16261936445559,10.261381834518241,10.004600165850324,10.07373332977295,9965100
2024-11-05,AMCR,10.103361531434016,10.13299083709717,10.024351933403016,10.132990837097168,8738200
2024-11-06,AMCR,10.340391433820876,10.340391433820876,10.06385689439294,10.07373332977295,10294100
2024-11-07,AMCR,10.103361509524216,10.18237204925258,10.063856710594385,10.083609580993652,7466400
2024-11-08,AMCR,10.103361325365281,10.172495428633871,10.063856527155524,10.093485832214355,5580500
2024-11-11,AMCR,10.182372093200684,10.26138169140136,10.142867294100345,10.182372093200684,6284800
2024-11-12,AMCR,10.152742152764057,10.19224694939471,10.034227762872101,10.06385612487793,6098100
2024-11-13,AMCR,10.08360953661085,10.08360953661085,9.935466776743205,9.984847068786621,8182300
2024-11-14,AMCR,9.93546643513849,10.123113987310324,9.895961637740808,10.053980827331543,9534500
2024-11-15,AMCR,10.073732962175134,10.182371863653481,10.063856527155524,10.093485832214355,10526600
2024-11-18,AMCR,10.113238108165229,10.152742907733503,10.014476580178902,10.024352073669434,7196500
2024-11-19,AMCR,10.113237226215984,10.310761206831797,9.283635565760934,9.767570495605469,44867600
2024-11-20,AMCR,10.044104270815463,10.241628255410582,9.974971111674336,10.211999893188477,45698600
2024-11-21,AMCR,10.479999542236328,10.5,10.239999771118164,10.470000267028809,28083800
2024-11-22,AMCR,10.449999809265137,10.510000228881836,10.390000343322754,10.489999771118164,15249800
2024-11-25,AMCR,10.59000015258789,10.680000305175781,10.470000267028809,10.479999542236328,20358800
2024-11-26,AMCR,10.529999732971191,10.539999961853027,10.279999732971191,10.390000343322754,15969500
2024-11-27,AMCR,10.579999923706055,10.670000076293945,10.449999809265137,10.5,19363800
2024-11-29,AMCR,10.699999809265137,10.710000038146973,10.550000190734863,10.640000343322754,17920000
2024-12-02,AMCR,10.619999885559082,10.640000343322754,10.460000038146973,10.569999694824219,26433500
2024-12-03,AMCR,10.520000457763672,10.619999885559082,10.520000457763672,10.5600004196167,10853400
2024-12-04,AMCR,10.510000228881836,10.510000228881836,10.329999923706055,10.470000267028809,18386800
2024-12-05,AMCR,10.40999984741211,10.40999984741211,10.140000343322754,10.239999771118164,15574600
2024-12-06,AMCR,10.260000228881836,10.329999923706055,10.119999885559082,10.180000305175781,10982800
2024-12-09,AMCR,10.25,10.300000190734863,10.180000305175781,10.199999809265137,12215500
2024-12-10,AMCR,10.15999984741211,10.470000267028809,10.0,10.130000114440918,18947700
2024-12-11,AMCR,10.260000228881836,10.270000457763672,9.989999771118164,10.020000457763672,12123900
2024-12-12,AMCR,10.029999732971191,10.109999656677246,9.970000267028809,9.989999771118164,15017100
2024-12-13,AMCR,9.960000038146973,9.970000267028809,9.850000381469727,9.899999618530273,10312700
