Date,Ticker,Open,High,Low,Close,Volume
2024-09-16,ADBE,537.4000244140625,537.6900024414062,521.260009765625,521.5,5248200
2024-09-17,ADBE,524.2899780273438,527.0999755859375,514.5800170898438,515.030029296875,5164100
2024-09-18,ADBE,517.010009765625,517.5800170898438,506.489990234375,508.1300048828125,3997300
2024-09-19,ADBE,518.8099975585938,527.47998046875,518.02001953125,526.4400024414062,3582500
2024-09-20,ADBE,526.4400024414062,528.6300048828125,515.719970703125,522.2999877929688,6100700
2024-09-23,ADBE,525.7100219726562,532.0,524.9600219726562,527.8699951171875,2107000
2024-09-24,ADBE,527.719970703125,530.2999877929688,521.7100219726562,524.0700073242188,2842100
2024-09-25,ADBE,526.02001953125,526.1799926757812,516.239990234375,517.9000244140625,3211600
2024-09-26,ADBE,520.510009765625,521.3599853515625,512.1099853515625,515.3800048828125,3282400
2024-09-27,ADBE,516.52001953125,516.6799926757812,512.2999877929688,515.47998046875,2718300
2024-09-30,ADBE,513.8300170898438,518.469970703125,511.739990234375,517.780029296875,2587000
2024-10-01,ADBE,517.4500122070312,519.0,502.5,502.79998779296875,3730000
2024-10-02,ADBE,503.8699951171875,510.19000244140625,502.82000732421875,505.80999755859375,1981600
2024-10-03,ADBE,501.0199890136719,509.80999755859375,498.5899963378906,503.79998779296875,1921600
2024-10-04,ADBE,507.2900085449219,508.55999755859375,503.5899963378906,507.2200012207031,1949300
2024-10-07,ADBE,503.9599914550781,504.8699951171875,486.3999938964844,487.29998779296875,4870500
2024-10-08,ADBE,492.45001220703125,500.0,486.3999938964844,496.239990234375,3551600
2024-10-09,ADBE,495.8800048828125,495.8800048828125,492.32000732421875,494.0799865722656,2869400
2024-10-10,ADBE,490.5400085449219,506.45001220703125,489.3500061035156,503.57000732421875,2775100
2024-10-11,ADBE,504.7799987792969,507.9800109863281,494.8999938964844,495.4200134277344,2992400
2024-10-14,ADBE,501.79998779296875,514.260009765625,500.4100036621094,509.6499938964844,3411500
2024-10-15,ADBE,513.8200073242188,517.77001953125,506.79998779296875,508.0299987792969,3605700
2024-10-16,ADBE,506.3900146484375,506.8399963378906,500.25,502.5400085449219,1859100
2024-10-17,ADBE,506.510009765625,507.5,495.2300109863281,496.8299865722656,2769200
2024-10-18,ADBE,491.2900085449219,499.0,491.04998779296875,494.8999938964844,2011100
2024-10-21,ADBE,494.6000061035156,500.6499938964844,492.9599914550781,497.7099914550781,1679700
2024-10-22,ADBE,496.42999267578125,497.3399963378906,488.3599853515625,493.1099853515625,2388700
2024-10-23,ADBE,492.0,493.8299865722656,483.3900146484375,485.0299987792969,2021300
2024-10-24,ADBE,486.6300048828125,488.4700012207031,480.05999755859375,482.8699951171875,2100300
2024-10-25,ADBE,483.4200134277344,488.3399963378906,482.5199890136719,483.7200012207031,2426800
2024-10-28,ADBE,487.6499938964844,488.489990234375,480.4800109863281,481.0400085449219,2302300
2024-10-29,ADBE,481.9200134277344,487.55999755859375,479.3299865722656,485.3900146484375,2089500
2024-10-30,ADBE,482.239990234375,492.20001220703125,482.239990234375,486.67999267578125,2728600
2024-10-31,ADBE,486.0,486.04998779296875,477.3800048828125,478.0799865722656,2978700
2024-11-01,ADBE,475.4100036621094,485.1600036621094,475.04998779296875,482.79998779296875,2851600
2024-11-04,ADBE,479.0299987792969,483.760009765625,477.3699951171875,481.3500061035156,1954900
2024-11-05,ADBE,483.0899963378906,486.6600036621094,480.4700012207031,486.4200134277344,1588100
2024-11-06,ADBE,492.92999267578125,506.2099914550781,492.92999267578125,504.8299865722656,2969900
2024-11-07,ADBE,510.6600036621094,510.6600036621094,495.29998779296875,500.9200134277344,2640300
2024-11-08,ADBE,503.8299865722656,505.0,493.69000244140625,494.67999267578125,2856900
2024-11-11,ADBE,493.6000061035156,507.7200012207031,493.6000061035156,504.4800109863281,3536600
2024-11-12,ADBE,504.3900146484375,528.9099731445312,504.2699890136719,526.4199829101562,4125300
2024-11-13,ADBE,523.7899780273438,539.9199829101562,520.5900268554688,532.5,3470200
2024-11-14,ADBE,530.5499877929688,534.6400146484375,523.4600219726562,529.8699951171875,3098800
2024-11-15,ADBE,520.2999877929688,524.5,498.80999755859375,503.3699951171875,4612400
2024-11-18,ADBE,505.0,505.510009765625,497.69000244140625,499.510009765625,2259700
2024-11-19,ADBE,496.0,502.4100036621094,495.4599914550781,499.6099853515625,1961700
2024-11-20,ADBE,505.4100036621094,506.3599853515625,494.6099853515625,499.5,1874900
2024-11-21,ADBE,502.1000061035156,508.57000732421875,493.1000061035156,504.44000244140625,2002100
2024-11-22,ADBE,502.5,513.3699951171875,502.5,512.1500244140625,2287200
2024-11-25,ADBE,519.0900268554688,523.2100219726562,513.1900024414062,518.72998046875,3320000
2024-11-26,ADBE,519.9500122070312,525.760009765625,516.3599853515625,525.2999877929688,2415700
2024-11-27,ADBE,523.2100219726562,525.8800048828125,508.7200012207031,513.6799926757812,2324200
2024-11-29,ADBE,517.6500244140625,517.6500244140625,513.5800170898438,515.9299926757812,1450200
2024-12-02,ADBE,512.8499755859375,518.77001953125,511.5299987792969,516.2000122070312,2006900
2024-12-03,ADBE,511.0400085449219,516.780029296875,504.510009765625,516.260009765625,2119300
2024-12-04,ADBE,523.02001953125,541.77001953125,521.010009765625,536.489990234375,3307000
2024-12-05,ADBE,534.4199829101562,540.1099853515625,529.7899780273438,538.219970703125,2629100
2024-12-06,ADBE,544.1500244140625,554.3699951171875,542.9000244140625,552.9600219726562,2964100
2024-12-09,ADBE,556.0999755859375,557.9000244140625,546.1099853515625,547.9299926757812,3588700
2024-12-10,ADBE,547.3499755859375,552.8300170898438,544.219970703125,547.0499877929688,2762900
2024-12-11,ADBE,547.0499877929688,552.2999877929688,541.739990234375,549.9299926757812,6690600
2024-12-12,ADBE,487.5,494.0,470.8999938964844,474.6300048828125,17344900
2024-12-13,ADBE,473.9800109863281,474.9100036621094,456.79998779296875,465.69000244140625,11383400
